input_text,output_text
question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: Everything. It is a complete unit ready for R&R.; I was very happy that it was an exact replacement for what I had and I didn't have to disassemble any parts from the old heater.,Everything. It is a complete unit ready for R&R.; I was very happy that it was an exact replacement for what I had and I didn't have to disassemble any parts from the old heater.
"question: What parts do I need to completely replace my Atwood water heater with a new DSI G6A-8E heater and what is included with the above unit? context: The only thing you'll really need is wrenches, teflon tape and caulking tape for the seal.","The only thing you'll really need is wrenches, teflon tape and caulking tape for the seal."
"question: what is the maximum amp  capacity of the wires context: Yes they should be, the ones I received have the standard bananna end and plugged perfectly into my multimeter. I even tried plugging them into a table top power supply I have here also with the same and it worked perfectly. Now of course the next question would be does your multimeter use the standard socket to receive these  :-)  I'm sure it does, they are all pretty much standard these days. Hope that helps","Yes they should be, the ones I received have the standard bananna end and plugged perfectly into my multimeter. I even tried plugging them into a table top power supply I have here also with the same and it worked perfectly. Now of course the next question would be does your multimeter use the standard socket to receive these  :-)  I'm sure it does, they are all pretty much standard these days. Hope that helps"
"question: what is the maximum amp  capacity of the wires context: If your meter well except standard banana plugs, then these will work fine.","If your meter well except standard banana plugs, then these will work fine."
question: what is the maximum amp  capacity of the wires context: Yes,Yes
"question: what is the maximum amp  capacity of the wires context: About 3/8""","About 3/8"""
question: what is the maximum amp  capacity of the wires context: The distance between the clips when open to max is 3/8 of a inch,The distance between the clips when open to max is 3/8 of a inch
question: what is the maximum amp  capacity of the wires context: This depends on the size of the clips. Small ones like shown is about  1/4 inch,This depends on the size of the clips. Small ones like shown is about  1/4 inch
question: what is the maximum amp  capacity of the wires context: Just over a quarter of an inch,Just over a quarter of an inch
question: what is the maximum amp  capacity of the wires context: Mine are around 1/2 in.,Mine are around 1/2 in.
question: what is the maximum amp  capacity of the wires context: They stick straight out from the meter.,They stick straight out from the meter.
"question: what is the maximum amp  capacity of the wires context: Well i'm just saying that the plugs aren't one of the right angle type that you'd find on most multimeters, they're the kind you might find on an iPod. They stick out about an inch straight out of the meter.","Well i'm just saying that the plugs aren't one of the right angle type that you'd find on most multimeters, they're the kind you might find on an iPod. They stick out about an inch straight out of the meter."
question: what is the maximum amp  capacity of the wires context: I would say they will because they are just banana plug ends. They fit my craftsman meter.,I would say they will because they are just banana plug ends. They fit my craftsman meter.
question: what is the maximum amp  capacity of the wires context: +It is doubtful. you may find the banana plug to large to plug in to your meter.,+It is doubtful. you may find the banana plug to large to plug in to your meter.
